Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
O01,3.6430000000000002,34.363711227010704,0.06452412287324323,25.809649149297293
A22,5.3389999999999995,23.44764937254168,0.04402722974849693,17.610891899398773
C02,6.059,20.66133025251692,0.038795408421723895,15.518163368689558
A23,6.162999999999999,20.312672399805294,0.038140739838913695,15.256295935565479
A04,6.522,19.19457221711132,0.03604130322404556,14.416521289618222
C24,7.742000000000001,16.169852751227072,0.030361841853167794,12.144736741267117
C16,8.183,15.298423561041185,0.028725574926949174,11.49022997077967
G16,8.639,14.490913300150483,0.027209327425306764,10.883730970122706
A16,14.372,8.710478708600057,0.016355509297747362,6.542203719098945
K16,19.277,6.494112154380868,0.012193877658724131,4.877551063489652
I20,19.402,6.452272961550356,0.01211531695841795,4.84612678336718
G22,21.366,5.859168772816625,0.011001655884453109,4.400662353781244
C22,24.677,5.0730234631438185,0.009525524967671317,3.810209987068527
I04,25.851999999999997,4.842449326937955,0.0090925800567548,3.63703202270192
I16,26.518,4.720831133569651,0.008864219761189573,3.545687904475829
I12,26.750999999999998,4.679712907928677,0.008787012808015592,3.5148051232062367
K14,27.279,4.589134499065215,0.008616935357865944,3.446774143146378
G08,27.412,4.566868524733694,0.00857512693810102,3.430050775240408
I14,29.37,4.26241062308478,0.008003451808894281,3.2013807235577127
A01,30.185,4.147324830213683,0.0077873572843208585,3.1149429137283433
C12,30.799,4.064644956005066,0.007632110770714151,3.0528443082856604
C14,31.233,4.008164441456152,0.00752605832379935,3.01042332951974
G14,31.906999999999996,3.923496411445765,0.007367078685781337,2.946831474312535
I08,32.475,3.8548729792147807,0.0072382257006073925,2.895290280242957
I22,32.717,3.8263593850291904,0.007184686237345268,2.873874494938107
K12,33.235,3.7667218293967206,0.007072705871136606,2.8290823484546426
A06,34.156,3.665153999297342,0.006881993782270321,2.7527975129081286
A18,34.169000000000004,3.66375954812842,0.006879375446376103,2.751750178550441
G20,34.894,3.58763684301026,0.0067364412113035226,2.694576484521409
I18,35.718,3.50487149336469,0.006581034202005294,2.6324136808021175
G24,36.027,3.474810558747606,0.006524589325428848,2.609835730171539
