Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
A01,20.988000000000003,1.3808843148465788,0.04516716124904879,451.6716124904879
A03,3.237,8.953351869014519,0.29285399453044053,2928.539945304405
C01,20.834,1.3910914850724776,0.04550102622132265,455.0102622132265
C03,19.802,1.4635895364104636,0.04787235533254399,478.7235533254399
E01,22.15,1.3084424379232507,0.042797669539279284,427.97669539279286
E03,20.493,1.414239008441907,0.046258155482117605,462.58155482117604
G01,20.363,1.4232676914010707,0.04655347347124865,465.5347347124865
G03,18.946,1.5297160350469754,0.05003527817455062,500.3527817455062
I01,19.297,1.5018914857231693,0.049125168694358505,491.25168694358507
I03,20.551,1.410247676512092,0.046127603537299215,461.27603537299217
K01,21.996,1.317603200581924,0.043097307705720865,430.9730770572086
K03,16.957,1.7091466650940614,0.055904250769300945,559.0425076930095
M01,17.572,1.6493284771226953,0.05394766562116072,539.4766562116072
M03,16.044,1.806407379705809,0.059085538537461735,590.8553853746173
O01,28.982,1.0,0.032708866893072806,327.0886689307281
O03,22.064,1.31354242204496,0.04296448424107306,429.64484241073063
