Source Well,Destination Well,Transfer Volume
M03,A1,9.570426723913066
C03,A1,7.770201761376364
I01,A1,7.675593693344782
K03,A1,4.533832547444745
A03,A1,4.238291869841652
G01,A1,4.144403740668371
I03,A1,2.3681823579793053
O01,A1,2.347667824923623
E01,A1,2.065265506264268
M01,A1,1.191976034752408
C01,A1,1.1838494784019835
G03,A1,1.1396051628333173
K01,A1,0.6028771927953553
A01,A1,0.594973080560877
E03,A1,0.5728530248998753
