Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
A01,15.414000000000001,1.8315168029064484,0.07696873149967426,769.6873149967425
A03,26.381,1.070126227208976,0.044971609390697054,449.7160939069705
C01,27.195999999999998,1.038057067215767,0.04362391628680612,436.2391628680612
C03,24.935,1.1321836775616603,0.04757954791802604,475.7954791802604
E01,23.628,1.1948112409006262,0.05021144520636444,502.1144520636444
E03,13.429,2.1022414178270905,0.08834582078605847,883.4582078605847
G01,25.107,1.1244274505118095,0.04725359570382679,472.5359570382679
G03,25.587,1.1033337241567982,0.046367140631413575,463.67140631413577
I01,24.871,1.1350971010413735,0.0477019833274086,477.01983327408595
I03,16.735,1.6869435315207648,0.07089309993044393,708.9309993044393
K01,17.469,1.6160627397103438,0.06791436414997877,679.1436414997877
K03,16.285,1.73355848940743,0.07285207413791706,728.5207413791705
M01,28.230999999999998,1.0,0.04202458387361338,420.2458387361338
M03,26.662,1.0588477983647138,0.04449763811176878,444.9763811176878
O01,24.357,1.15905078622162,0.048708626979347996,487.08626979347997
O03,7.4110000000000005,3.809337471326406,0.16008582206665484,1600.8582206665483
