Sample Well ID,Sample Concentration,Sample Calculated Weight,Sample Calculated Weight Normalised,Sample Calculated Volume In Pool
A01,1.9480000000000002,1.5544147843942504,0.6085209003215434,6085.209003215434
A03,3.028,1.0,0.3914790996784566,3914.7909967845662
